id,commented_sec,comment,is_emoticon
14069,8635.995,spygeaTy spygeaTy spygeaTy spygeaTy,True
14070,8636.003,spygeaYokatta spygeaYokatta spygeaYokatta spygeaYokatta,True
14071,8636.22,しおりんしゅき,False
14072,8636.653,死体通報しないのはリア狂ムーブだわｗｗ,False
14073,8637.363,しおりんさん好き,False
14074,8637.612,しおりんさんありがとう,False
14075,8637.868,しおりん spygeaYokatta spygeaYokatta spygeaYokatta,True
14076,8638.07,何もできねえって言いながら勝ってるの草,False
14077,8638.095,しおりんありがと！,False
14078,8638.914,コメントたまにはみろよ,False
14079,8639.142,ありがとうしおりん,False
14080,8640.055,しおりんにピーナツバターあげたい,False
14081,8640.08,しおりん神,False
14082,8640.702,ありがとおおおおおおおお,False
14083,8641.454,しおりんはリア狂,False
14084,8641.678,あ,False
14085,8641.894,しおりんしかかたん,False
14086,8642.347,見たかったなwww,False
14087,8642.548,やまとんさんのファン辞めるわ,False
14088,8643.657,画面治ったあぁぁあぁぁぁぁあぁぁあぁぁぁあぁ,False
14089,8644.458,とりあえず勝ち,False
14090,8644.811,しおりん・・・・,False
14091,8644.811,鳩に助けられた,False
14092,8645.775,spygeaG spygeaG spygeaG spygeaG spygeaG,True
14093,8645.882,見たかったー,False
14094,8647.11,鳩もたまには役に立つんだな,False
14095,8648.695,かってるやん笑,False
14096,8648.825,みたかったたたたあああああああ,False
14097,8650.116,これ動画待ちだなあｗｗｗｗ,False
14098,8650.403,spygeaYokatta,True
14099,8650.628,しおりん最強説ある,False
14100,8651.325,暗闇で暗躍してたのか,False
14101,8652.906,さっきの試合ずっと真っ暗だったよ,False
14102,8654.535,spygeaYokatta spygeaYokatta spygeaYokatta spygeaYokatta spygeaYokatta spygeaYokatta,True
14103,8655.546,みたかったあああああああああああああああ,False
14104,8655.878,せめぇええええ,False
14105,8657.106,狂人でしょｗ,False
14106,8657.177,見たかったなぁ,False
14107,8657.592,しおりんさんのファン激増,False
14108,8657.717,狂人が多すぎる,False
14109,8659.009,やまとんさんから乗り換えます,False
14110,8660.752,人狼中にコメ見るやついねーよ,False
14111,8661.112,人狼系でコメントは見ちゃダメだろw,False
14112,8662.336,見たかったー,False
14113,8663.454,ギアやま狼、見たかったｗｗ,False
14114,8664.146,これアーカイブな,False
14115,8664.314,この試合だけ動画にしてほしいｗｗｗ,False
14116,8664.421,実際狂人ｗ,False
14117,8666.549,ｗｗｗｗ,False
14118,8667.221,やっと見れるｗ,False
14119,8667.308,しおりんゲーム壊すのやめろｗ,False
14120,8668.654,てかスパイギアどんだけ鬼になるんだよ,False
14121,8668.817,spygeaHi spygeaHi spygeaHi,True
14122,8669.458,ｗｗ,False
14123,8669.829,やまとんさんおにだったのかｗ,False
14124,8669.911,しおりんさんのプロップス爆上がり,False
14125,8670.735,鳩の正しい働き方,False
14126,8672.051,狂人ですｗｗｗ,False
14127,8672.474,先生活躍したのか,False
14128,8672.648,やまとんさん不在,False
14129,8672.666,確かにせまいな,False
14130,8672.867,w,False
14131,8673.753,ｗｗｗ,False
14132,8674.35,Kappa Kappa Kappa Kappa Kappa Kappa,True
14133,8674.879,www,False
14134,8674.991,かなしいｗｗ,False
14135,8675.761,関さんひたすら可哀そうｗｗ,False
14136,8675.975,味方vs味方のヒートアップがおもしろい,False
14137,8677.122,wwww,False
14138,8677.639,関はちょろい,False
14139,8678.226,ファンやめます,False
14140,8678.381,先生の笑い方が狂気,False
14141,8678.601,www,False
14142,8679.736,やまとんさん活躍したのか,False
14143,8680.241,面白すぎる,False
14144,8682.081,人狼画面見たかったなw,False
14145,8682.471,人間不信関,False
14146,8684.087,しおりんＳＴＯＰ高,False
14147,8685.251,先生…,False
14148,8685.943,Kappa やまとん Kappa,True
14149,8686.047,やまとんさんのいいとこみたかったｗ,False
14150,8687.17,関はわかりやすい,False
14151,8687.342,!member,False
14152,8687.504,スタヌ yamaton shaka siorin delave dohteloff space yoshiharu,False
14153,8689.291,ハハハハハ！！！,False
14154,8689.583,関さん単細胞すぎる,False
14155,8690.805,スタヌ、、,False
14156,8690.898,やまとんさん狂人向いてるのかな,False
14157,8692.211,人狼でコメント見るのは、答え言う人のリスクあるからなー,False
14158,8692.551,関さんが人間不信に…,False
14159,8692.712,やってる最中はコメみなくていいよ,False
14160,8692.993,やま面白すぎた,False
14161,8695.731,人間不信が加速するよう,False
14162,8695.743,スタヌ「しおりん怖い！ヤマトンさん助けてぇぇぇ！」,False
14163,8697.563,xqcFade spygeaMaji,True
14164,8701.699,もう一回頭リセットするとめっちゃ弱くなるよなw,False
14165,8704.014,あるよ,False
14166,8704.539,先生楽しそうだ,False
14167,8705.887,やまとんさんは人狼向き,False
14168,8706.422,ピュアハート関,False
14169,8706.995,1ゲーム短いし,False
14170,8711.141,!rule,False
14171,8711.29,他配信者の名前は、話題になっている時以外は、出さない/誹謗中傷はしない/守れない場合はBANされる可能性もあります。,False
14172,8712.214,やまとんさんやっぱキラーの方が向いてるな,False
14173,8723.724,また高橋の予感,False
14174,8724.317,関キュア！？,False
14175,8726.991,ｗｗｗｗｗｗｗ,False
14176,8728.513,全くだよｗｗ,False
14177,8729.177,バイタルが新しい,False
14178,8729.849,先生とギアさん、またやらないかなー,False
14179,8730.751,てか狂人そのものだろ,False
14180,8732.091,LUL,True
14181,8732.771,それはもはや狂人なのでは？,False
14182,8733.672,ｗｗｗｗ,False
14183,8733.977,www,False
14184,8734.832,草,False
14185,8735.035,ww,False
14186,8735.463,LUL,True
14187,8735.512,ｗｗｗｗｗｗ,False
14188,8736.017,ｗｗ,False
14189,8736.219,ｗｗｗｗｗｗｗｗｗｗｗｗ,False
14190,8736.668,ずっと狂人だよ！！,False
14191,8740.048,そのもの,False
14192,8740.1,spaceさん黒塗りしやすいｗｗｗ,False
14193,8741.087,ｗｗｗｗｗｗ,False
14194,8741.414,ｗｗｗ,False
14195,8741.723,ｗｗｗｗｗｗｗ,False
14196,8742.118,罪の意識www,False
14197,8742.807,人狼並みのキルポ,False
14198,8743.476,LUL LUL LUL,True
14199,8743.601,ギアさんずっと狼だな,False
14200,8744.334,www,False
14201,8746.639,www,False
14202,8748.389,LUL,True
14203,8750.326,やさしさがでてる,False
14204,8751.691,それでもぼくはやってない,False
14205,8752.176,人間不信,False
14206,8753.168,!member,False
14207,8753.31,スタヌ yamaton shaka siorin delave dohteloff space yoshiharu,False
14208,8753.827,スペースさんかわいそうw,False
14209,8756.733,スペースさんw,False
14210,8758.653,DTNみんな優しすぎる問題,False
14211,8760.924,向いてるんだよ,False
14212,8761.399,人の良さがあだに・・・,False
14213,8762.415,配信今日あるの忘れてて今きたら全く状況わからん,False
14214,8762.448,ｗｗ,False
14215,8762.554,w,False
14216,8763.084,スペースさんｗｗｗ,False
14217,8763.659,spaceさん人が良すぎてｗ,False
14218,8764.098,詰みだと素直に認めるの優しすぎる,False
14219,8764.644,め…冤罪,False
14220,8764.911,ｗ,False
14221,8764.939,ｗｗｗｗｗ,False
14222,8765.679,ｗｗｗ,False
14223,8766.644,俺はハンターだ！！！,False
14224,8768.508,ｗｗｗｗｗ,False
14225,8769.618,一番の冤罪ｗ,False
14226,8770.15,覚悟早すぎ,False
14227,8772.835,ギアヤマトん最強！,False
14228,8776.854,お,False
14229,8778.509,spygeaYokatta spygeaYokatta,True
14230,8778.704,関さん鬼になりそう,False
14231,8781.156,せまいねｗ,False
14232,8782.251,mel0n_ subscribed with Twitch Prime. They've subscribed for 9 months! ,False
14233,8784.373,人間不信,False
14234,8790.256,怨嗟の関,False
14235,8793.266,spygeaYokatta spygeaYokatta,True
14236,8795.934,VoHiYo,True
14237,8796.564,宇宙じゃないんだ,False
14238,8798.35,マップ変わってる！！,False
14239,8798.856,はぇ～ なんか飛んでる,False
14240,8802.218,spygeaBd spygeaBd,True
14241,8806.577,おしっこ?,False
14242,8811.189,!member,False
14243,8811.324,スタヌ yamaton shaka siorin delave dohteloff space yoshiharu,False
14244,8817.31,うーん,False
14245,8817.577,すげえマップだな,False
14246,8822.115,ここのステージは狼がハッチでどこの部屋にも行ける,False
14247,8826.566,ゴリアテか？,False
14248,8827.556,スタヌギアw,False
14249,8829.716,このマップはダクト移動がめっちゃ強いよ,False
14250,8834.634,ｗｗｗ,False
14251,8838.544,!multi,False
14252,8838.76,https://multistre.am/spygea/stylishnoob4/fps_shaka/delave_fps/siorin_fps/yamatonjp/layout10/,False
14253,8839.882,履歴,False
14254,8843.108,ログ？,False
14255,8843.896,へー,False
14256,8847.569,結構このゲームやってる人いるんですね,False
14257,8848.092,やべ,False
14258,8849.884,いじったログだな,False
14259,8850.501,お,False
14260,8850.653,怪しまれそうｗ,False
14261,8851.789,あ,False
14262,8852.036,あ,False
14263,8854.223,英語力でちゃうな,False
14264,8855.808,しゃー？,False
14265,8859.177,しゃかぁああああ！！,False
14266,8859.199,孤立,False
14267,8859.866,まずい,False
14268,8861.686,怪しまれそうｗ,False
14269,8862.635,また釈迦さんｗｗｗ,False
14270,8863.017,しゃかさん狙われた,False
14271,8863.984,下の方？,False
14272,8864.09,しゃかああああ！,False
14273,8865.133,やばいぞ,False
